periodo,uf,cod_municipio,municipio,tipo,ideb_2005,ideb_2007,ideb_2009,ideb_2011,ideb_2013,ideb_2015,ideb_2017
fundamental anos iniciais,RS,4312302,Miraguaí,Estadual,-,4.9000000000000004,4.9000000000000004,-,5.9,6,6.2
fundamental anos iniciais,RS,4312302,Miraguaí,Municipal,-,-,3.7,4.4000000000000004,-,4.4000000000000004,4.8
fundamental anos iniciais,RS,4312302,Miraguaí,Pública,-,4.9000000000000004,4.2,4.2,5.7,5.3,5.7
fundamental anos iniciais,RS,4312351,Montauri,Municipal,-,5.9,5.9,7.3,-,-,7.3
fundamental anos iniciais,RS,4312351,Montauri,Pública,-,5.9,5.9,-,-,-,7.3
fundamental anos iniciais,RS,4312377,Monte Alegre dos Campos,Municipal,-,3.1,3.9,4.5,4.7,4.7,5
fundamental anos iniciais,RS,4312377,Monte Alegre dos Campos,Pública,-,3.1,3.9,4.4000000000000004,4.7,4.8,5
fundamental anos iniciais,RS,4312385,Monte Belo do Sul,Estadual,-,-,-,-,6.9,-,-
fundamental anos iniciais,RS,4312385,Monte Belo do Sul,Pública,-,-,-,-,6.8,-,-
fundamental anos iniciais,RS,4312401,Montenegro,Estadual,3.9,4.4000000000000004,4.8,5.0999999999999996,5.5,5.5,5.6
fundamental anos iniciais,RS,4312401,Montenegro,Municipal,4.3,4.7,5.0999999999999996,5.6,5.9,5.7,5.8
fundamental anos iniciais,RS,4312401,Montenegro,Pública,4.0999999999999996,4.5,5,5.4,5.7,5.6,5.7
fundamental anos iniciais,RS,4312427,Mormaço,Estadual,-,-,6.2,-,-,-,8
fundamental anos iniciais,RS,4312427,Mormaço,Municipal,-,-,-,4.8,-,-,-
fundamental anos iniciais,RS,4312427,Mormaço,Pública,-,-,6.1,-,-,-,7.7
fundamental anos iniciais,RS,4312443,Morrinhos do Sul,Estadual,-,-,-,-,7.1,-,6.6
fundamental anos iniciais,RS,4312443,Morrinhos do Sul,Municipal,-,-,-,5.2,-,-,-
fundamental anos iniciais,RS,4312443,Morrinhos do Sul,Pública,-,-,-,-,7,-,6.6
fundamental anos iniciais,RS,4312450,Morro Redondo,Estadual,4.2,5.0999999999999996,5.6,5.9,5.6,5.6,6.4
fundamental anos iniciais,RS,4312450,Morro Redondo,Municipal,4,3.8,-,4.4000000000000004,4.5999999999999996,5.8,5.6
fundamental anos iniciais,RS,4312450,Morro Redondo,Pública,4,4.4000000000000004,5.4,5.0999999999999996,5.0999999999999996,5.6,5.9
fundamental anos iniciais,RS,4312476,Morro Reuter,Estadual,5.0999999999999996,-,5.9,-,7.7,7.4,7.7
fundamental anos iniciais,RS,4312476,Morro Reuter,Municipal,-,5.2,5.4,6.3,-,-,-
fundamental anos iniciais,RS,4312476,Morro Reuter,Pública,5.2,5.2,5.6,-,7.5,7.3,7
fundamental anos iniciais,RS,4312500,Mostardas,Estadual,3.3,4.2,4.3,4.3,5.2,5.2,5.0999999999999996
fundamental anos iniciais,RS,4312500,Mostardas,Municipal,4.3,4,4.2,4.9000000000000004,5,5.5,5.2
fundamental anos iniciais,RS,4312500,Mostardas,Pública,3.9,4.0999999999999996,4.4000000000000004,4.8,5.0999999999999996,5.4,5.0999999999999996
fundamental anos iniciais,RS,4312609,Muçum,Estadual,-,4.5,5.8,5.9,6.8,6.9,6.1
fundamental anos iniciais,RS,4312609,Muçum,Municipal,-,5.2,-,4.8,6.4,6.7,5
fundamental anos iniciais,RS,4312609,Muçum,Pública,-,4.8,5.9,5.8,6.6,6.8,5.5
fundamental anos iniciais,RS,4312617,Muitos Capões,Estadual,3.8,4.3,4.5999999999999996,-,-,4.5,4.7
fundamental anos iniciais,RS,4312617,Muitos Capões,Municipal,-,-,4.4000000000000004,4.0999999999999996,4.5999999999999996,-,6.5
fundamental anos iniciais,RS,4312617,Muitos Capões,Pública,3.8,4.0999999999999996,4.4000000000000004,4.2,5,4.5999999999999996,5.7
fundamental anos iniciais,RS,4312625,Muliterno,Estadual,-,-,-,-,-,-,5.4
fundamental anos iniciais,RS,4312625,Muliterno,Pública,-,-,-,-,-,-,5.6
fundamental anos iniciais,RS,4312658,Não-Me-Toque,Estadual,5.2,5.2,5.7,6.2,6.8,6.6,6.6
fundamental anos iniciais,RS,4312658,Não-Me-Toque,Municipal,4.3,4.5999999999999996,4.8,4.9000000000000004,4.9000000000000004,5.5,5.4
fundamental anos iniciais,RS,4312658,Não-Me-Toque,Pública,4.5,4.8,5.0999999999999996,5.2,5.4,5.8,5.8
fundamental anos iniciais,RS,4312674,Nicolau Vergueiro,Estadual,-,-,4.9000000000000004,-,5.4,6.1,5.8
fundamental anos iniciais,RS,4312674,Nicolau Vergueiro,Pública,-,-,4.9000000000000004,-,5.4,6.1,6
fundamental anos iniciais,RS,4312708,Nonoai,Estadual,4.3,4.9000000000000004,4.4000000000000004,5.3,5.8,7,6.8
fundamental anos iniciais,RS,4312708,Nonoai,Municipal,3.3,4.4000000000000004,4.4000000000000004,4.8,3.7,5.8,6.8
fundamental anos iniciais,RS,4312708,Nonoai,Pública,3.8,4.7,4.4000000000000004,5.0999999999999996,4.9000000000000004,6.2,6.7
fundamental anos iniciais,RS,4312757,Nova Alvorada,Estadual,-,5.5,6.1,-,6.9,6.1,7.6
fundamental anos iniciais,RS,4312757,Nova Alvorada,Municipal,-,5.9,-,4.5999999999999996,-,-,-
fundamental anos iniciais,RS,4312757,Nova Alvorada,Pública,-,5.6,5.6,-,6.7,6.1,7.6
fundamental anos iniciais,RS,4312807,Nova Araçá,Estadual,-,5.3,5.2,-,-,-,-
fundamental anos iniciais,RS,4312807,Nova Araçá,Municipal,-,4.5999999999999996,-,5.9,-,-,6.5
fundamental anos iniciais,RS,4312807,Nova Araçá,Pública,-,5.0999999999999996,5.3,-,-,-,6.5
fundamental anos iniciais,RS,4312906,Nova Bassano,Estadual,5,5.6,5.6,5.7,5.6,6.2,6.6
fundamental anos iniciais,RS,4312906,Nova Bassano,Municipal,4.9000000000000004,5.4,5.8,5.6,6.5,6.3,6.4
fundamental anos iniciais,RS,4312906,Nova Bassano,Pública,5,5.5,5.7,5.7,6.1,6.3,6.5
fundamental anos iniciais,RS,4312955,Nova Boa Vista,Municipal,-,5.7,-,7.2,6.8,6.5,6.8
fundamental anos iniciais,RS,4312955,Nova Boa Vista,Pública,-,5.8,-,7.2,6.8,6.5,6.8
fundamental anos iniciais,RS,4313003,Nova Bréscia,Estadual,5.0999999999999996,6.3,5.8,-,6.8,7,6.6
fundamental anos iniciais,RS,4313003,Nova Bréscia,Pública,5.0999999999999996,6.3,5.9,-,6.8,7,6.6
fundamental anos iniciais,RS,4313011,Nova Candelária,Estadual,-,4.8,5.8,-,-,-,6.8
fundamental anos iniciais,RS,4313011,Nova Candelária,Pública,-,4.7,5.7,-,-,-,6.9
fundamental anos iniciais,RS,4313037,Nova Esperança do Sul,Estadual,4.7,5.4,5.2,-,6.8,6.4,7.1
fundamental anos iniciais,RS,4313037,Nova Esperança do Sul,Municipal,3.7,4.2,-,5.3,5.3,6.1,6.1
fundamental anos iniciais,RS,4313037,Nova Esperança do Sul,Pública,4.2,4.7,5.2,5.3,6,6.3,6.6
fundamental anos iniciais,RS,4313060,Nova Hartz,Estadual,4.5,4.5999999999999996,4.9000000000000004,5.7,5,5.8,5.8
fundamental anos iniciais,RS,4313060,Nova Hartz,Municipal,4.2,4.7,5,5.5,6,6,6
fundamental anos iniciais,RS,4313060,Nova Hartz,Pública,4.2,4.7,5,5.6,5.8,5.9,5.9
fundamental anos iniciais,RS,4313086,Nova Pádua,Estadual,5.3,5.5,6,-,6.6,6.5,6.9
fundamental anos iniciais,RS,4313086,Nova Pádua,Pública,5.3,5.5,6,-,6.6,6.5,6.9
fundamental anos iniciais,RS,4313102,Nova Palma,Estadual,-,5.2,5.4,4.8,7.1,6.3,6.8
fundamental anos iniciais,RS,4313102,Nova Palma,Municipal,3.5,4.4000000000000004,4.3,4.7,5.4,4.7,5.6
fundamental anos iniciais,RS,4313102,Nova Palma,Pública,3.7,4.8,4.8,4.8,6,5.4,6.2
fundamental anos iniciais,RS,4313201,Nova Petrópolis,Estadual,4.8,5.2,5.4,5.0999999999999996,5.9,6.5,6.3
fundamental anos iniciais,RS,4313201,Nova Petrópolis,Municipal,4.8,5.4,6.2,6.4,7.3,6.8,7.2
fundamental anos iniciais,RS,4313201,Nova Petrópolis,Pública,4.8,5.3,5.8,5.9,6.7,6.6,6.8
fundamental anos iniciais,RS,4313300,Nova Prata,Estadual,5.4,5.7,6.2,6,6.6,6.7,6.6
fundamental anos iniciais,RS,4313300,Nova Prata,Municipal,4,4.7,5,5.2,5.3,5.9,6.2
fundamental anos iniciais,RS,4313300,Nova Prata,Pública,4.7,5.3,5.5,5.5,5.9,6.2,6.4
fundamental anos iniciais,RS,4313334,Nova Ramada,Estadual,-,-,-,-,-,-,7.3
fundamental anos iniciais,RS,4313334,Nova Ramada,Municipal,5.7,5.9,-,-,-,-,-
fundamental anos iniciais,RS,4313334,Nova Ramada,Pública,5.5,5.9,-,-,-,-,7.2
fundamental anos iniciais,RS,4313359,Nova Roma do Sul,Estadual,-,5.7,5.2,-,-,-,6.6
fundamental anos iniciais,RS,4313359,Nova Roma do Sul,Pública,-,5.7,5.3,-,-,-,6.8
fundamental anos iniciais,RS,4313375,Nova Santa Rita,Estadual,4,4.5,4.9000000000000004,4.9000000000000004,4.5999999999999996,5.3,5.3
fundamental anos iniciais,RS,4313375,Nova Santa Rita,Municipal,4.0999999999999996,4.5,4.5,4.9000000000000004,5.3,5.0999999999999996,5.2
fundamental anos iniciais,RS,4313375,Nova Santa Rita,Pública,4.2,4.5,4.5999999999999996,4.9000000000000004,5.2,5.2,5.2
fundamental anos iniciais,RS,4313409,Novo Hamburgo,Estadual,4.9000000000000004,5.0999999999999996,5.5,5.7,6.2,6,6.3
fundamental anos iniciais,RS,4313409,Novo Hamburgo,Municipal,4.4000000000000004,4.8,4.8,5.4,5.6,5.6,5.9
fundamental anos iniciais,RS,4313409,Novo Hamburgo,Pública,4.5,4.8,4.9000000000000004,5.4,5.6,5.6,5.9
fundamental anos iniciais,RS,4313425,Novo Machado,Estadual,-,4.9000000000000004,-,-,-,7.5,6.7
fundamental anos iniciais,RS,4313425,Novo Machado,Pública,-,4.9000000000000004,-,-,-,7.5,6.7
fundamental anos iniciais,RS,4313441,Novo Tiradentes,Estadual,-,5,4.7,-,-,-,6.1
fundamental anos iniciais,RS,4313441,Novo Tiradentes,Municipal,-,-,-,5.0999999999999996,-,-,-
fundamental anos iniciais,RS,4313441,Novo Tiradentes,Pública,-,5,4.8,-,-,-,6
fundamental anos iniciais,RS,4313466,Novo Xingu,Estadual,-,-,-,-,-,4.3,6.2
fundamental anos iniciais,RS,4313466,Novo Xingu,Pública,-,-,-,-,-,5.3,6.5
fundamental anos iniciais,RS,4313490,Novo Barreiro,Estadual,4.5,3.2,5.2,5.2,5.8,6,6.2
fundamental anos iniciais,RS,4313490,Novo Barreiro,Pública,4.3,3.1,5.2,5.2,5.7,6,6.2
fundamental anos iniciais,RS,4313508,Osório,Estadual,4.5,4.7,5.0999999999999996,5.3,5.7,5.6,6
fundamental anos iniciais,RS,4313508,Osório,Municipal,4.0999999999999996,4.2,4.9000000000000004,5,5.6,5.8,5.8
fundamental anos iniciais,RS,4313508,Osório,Pública,4.4000000000000004,4.5,5,5.2,5.7,5.7,5.9
fundamental anos iniciais,RS,4313607,Paim Filho,Estadual,4,3.7,5.0999999999999996,-,-,-,7.1
fundamental anos iniciais,RS,4313607,Paim Filho,Municipal,3.2,4.2,4.5999999999999996,5.0999999999999996,5.4,5.4,5.5
fundamental anos iniciais,RS,4313607,Paim Filho,Pública,3.6,4.0999999999999996,4.7,5.2,5.4,5.4,6.1
fundamental anos iniciais,RS,4313656,Palmares do Sul,Estadual,5.2,4.7,4.9000000000000004,5.8,6,5.7,5.7
fundamental anos iniciais,RS,4313656,Palmares do Sul,Municipal,4.2,4.3,4.8,4.9000000000000004,4.5,5.0999999999999996,5.2
fundamental anos iniciais,RS,4313656,Palmares do Sul,Pública,4.5999999999999996,4.4000000000000004,4.8,5.3,5.0999999999999996,5.3,5.4
fundamental anos iniciais,RS,4313706,Palmeira das Missões,Estadual,4.0999999999999996,4.2,4.9000000000000004,4.8,5.3,5.6,5.6
fundamental anos iniciais,RS,4313706,Palmeira das Missões,Municipal,3.5,3.6,3.4,4.8,4.3,4.5999999999999996,4.5999999999999996
fundamental anos iniciais,RS,4313706,Palmeira das Missões,Pública,4.0999999999999996,4.0999999999999996,4.7,4.8,5.0999999999999996,5.4,5.5
fundamental anos iniciais,RS,4313805,Palmitinho,Estadual,4.8,5,4.0999999999999996,6.4,6.2,6.1,6.8
fundamental anos iniciais,RS,4313805,Palmitinho,Pública,4.5999999999999996,4.9000000000000004,4.2,6.1,6.2,6.1,6.9
fundamental anos iniciais,RS,4313904,Panambi,Estadual,4.5,5,5.9,6.3,6.6,6.7,7
fundamental anos iniciais,RS,4313904,Panambi,Municipal,4.3,4.8,5.0999999999999996,5.2,5.5,6,5.9
fundamental anos iniciais,RS,4313904,Panambi,Pública,4.4000000000000004,4.9000000000000004,5.4,5.6,5.9,6.3,6.3
fundamental anos iniciais,RS,4313953,Pantano Grande,Estadual,4.2,5.2,5.2,5.4,6.3,6.1,6.3
fundamental anos iniciais,RS,4313953,Pantano Grande,Municipal,3.6,4.3,6,5.8,4.4000000000000004,5.3,5.8
fundamental anos iniciais,RS,4313953,Pantano Grande,Pública,3.8,4.5999999999999996,5.5,5.7,5,5.5,6
fundamental anos iniciais,RS,4314001,Paraí,Estadual,6,7.3,6.1,7.6,7,6.6,7.3
fundamental anos iniciais,RS,4314001,Paraí,Municipal,-,4.7,5.2,5.8,6.2,6.1,6.4
fundamental anos iniciais,RS,4314001,Paraí,Pública,5.9,6.5,5.8,7.5,6.6,6.3,6.7
fundamental anos iniciais,RS,4314027,Paraíso do Sul,Estadual,-,4.2,-,-,6.1,-,5.5
fundamental anos iniciais,RS,4314027,Paraíso do Sul,Municipal,-,-,-,-,-,-,5
fundamental anos iniciais,RS,4314027,Paraíso do Sul,Pública,-,4.3,-,-,6.1,-,5.3
fundamental anos iniciais,RS,4314035,Pareci Novo,Municipal,-,5.2,-,5.3,-,6.4,6.4
fundamental anos iniciais,RS,4314035,Pareci Novo,Pública,-,5.2,-,-,-,6.4,6.4
fundamental anos iniciais,RS,4314050,Parobé,Estadual,4.3,5.0999999999999996,5.3,5.8,6.3,6.2,6.6
fundamental anos iniciais,RS,4314050,Parobé,Municipal,4.5,4.7,5.0999999999999996,5.3,5.4,5.8,6
fundamental anos iniciais,RS,4314050,Parobé,Pública,4.5,4.8,5.2,5.4,5.5,5.9,6
fundamental anos iniciais,RS,4314068,Passa Sete,Estadual,-,4.9000000000000004,-,-,-,6.3,-
fundamental anos iniciais,RS,4314068,Passa Sete,Pública,-,4.7,-,-,-,6.2,-
fundamental anos iniciais,RS,4314076,Passo do Sobrado,Estadual,3.9,4.7,-,5.4,6.4,-,-
fundamental anos iniciais,RS,4314076,Passo do Sobrado,Municipal,-,-,-,5.2,-,-,-
fundamental anos iniciais,RS,4314076,Passo do Sobrado,Pública,4.0999999999999996,4.9000000000000004,-,5.6,6.5,-,-
fundamental anos iniciais,RS,4314100,Passo Fundo,Estadual,4,4.4000000000000004,4.7,5,5.4,5.4,5.6
fundamental anos iniciais,RS,4314100,Passo Fundo,Municipal,3.9,4.4000000000000004,4.5,4.8,5.2,5.3,5.6
fundamental anos iniciais,RS,4314100,Passo Fundo,Pública,4,4.4000000000000004,4.5999999999999996,4.9000000000000004,5.3,5.3,5.6
fundamental anos iniciais,RS,4314134,Paulo Bento,Estadual,-,4.8,5.3,-,-,-,-
fundamental anos iniciais,RS,4314134,Paulo Bento,Municipal,-,-,-,5.5,-,-,6.4
fundamental anos iniciais,RS,4314134,Paulo Bento,Pública,-,4.9000000000000004,5.5,-,-,-,6.3
fundamental anos iniciais,RS,4314159,Paverama,Estadual,3.8,5.5,5.0999999999999996,6.9,6.2,6.6,6
fundamental anos iniciais,RS,4314159,Paverama,Municipal,-,-,-,5,-,5.0999999999999996,5.3
fundamental anos iniciais,RS,4314159,Paverama,Pública,3.7,5.3,5,6.9,6,6,5.5
fundamental anos iniciais,RS,4314175,Pedras Altas,Municipal,-,3.8,3.4,3.5,-,-,5.2
fundamental anos iniciais,RS,4314175,Pedras Altas,Pública,-,3.8,3.4,-,-,-,5.2
fundamental anos iniciais,RS,4314209,Pedro Osório,Estadual,3.5,4.0999999999999996,4.9000000000000004,5.0999999999999996,5.4,5.2,5.2
fundamental anos iniciais,RS,4314209,Pedro Osório,Municipal,2,2.9,4.2,-,4,4.4000000000000004,4
fundamental anos iniciais,RS,4314209,Pedro Osório,Pública,2.7,3.6,4.5,4.8,4.7,4.9000000000000004,4.5
fundamental anos iniciais,RS,4314308,Pejuçara,Estadual,4.8,4.9000000000000004,5.3,-,7.3,-,7.3
fundamental anos iniciais,RS,4314308,Pejuçara,Municipal,3.3,4.7,5.5,4.9000000000000004,6.2,5.5,6.1
fundamental anos iniciais,RS,4314308,Pejuçara,Pública,4,4.8,5.3,4.9000000000000004,6.7,5.6,6.5
fundamental anos iniciais,RS,4314407,Pelotas,Estadual,4,4.2,4.4000000000000004,4.5,4.9000000000000004,4.8,-
fundamental anos iniciais,RS,4314407,Pelotas,Municipal,3.6,3.6,4,4.5,3.9,4.8,5.2
fundamental anos iniciais,RS,4314407,Pelotas,Pública,3.8,4,4.2,4.5,4.5,4.8,5.0999999999999996
fundamental anos iniciais,RS,4314423,Picada Café,Estadual,4.8,5.3,4.5999999999999996,6.1,-,7.5,5.5
fundamental anos iniciais,RS,4314423,Picada Café,Municipal,-,5.2,5.7,7,6.3,7.9,8
fundamental anos iniciais,RS,4314423,Picada Café,Pública,4.9000000000000004,5.2,5.0999999999999996,6.6,6.3,7.7,7.3
fundamental anos iniciais,RS,4314456,Pinhal,Estadual,4.8,4.5,5.3,-,5.2,5.9,6.3
fundamental anos iniciais,RS,4314456,Pinhal,Pública,4.8,4.7,5.4,-,5.3,5.9,6.2
fundamental anos iniciais,RS,4314464,Pinhal da Serra,Estadual,3.9,4.4000000000000004,-,-,-,-,-
fundamental anos iniciais,RS,4314464,Pinhal da Serra,Municipal,-,-,4.9000000000000004,4.4000000000000004,5.9,7,5.6
fundamental anos iniciais,RS,4314464,Pinhal da Serra,Pública,3.9,3.9,4.9000000000000004,4.4000000000000004,5.9,7,5.6
fundamental anos iniciais,RS,4314472,Pinhal Grande,Estadual,5.2,5.3,5.7,-,-,6.3,6.4
fundamental anos iniciais,RS,4314472,Pinhal Grande,Municipal,-,4.8,-,5.5,5.6,-,6.4
fundamental anos iniciais,RS,4314472,Pinhal Grande,Pública,4.9000000000000004,5,5.7,5.6,5.7,6.2,6.5
fundamental anos iniciais,RS,4314498,Pinheirinho do Vale,Estadual,-,4.7,5.9,-,6.7,6.8,7.8
fundamental anos iniciais,RS,4314498,Pinheirinho do Vale,Municipal,-,-,-,4.8,-,-,-
fundamental anos iniciais,RS,4314498,Pinheirinho do Vale,Pública,-,4.7,6,-,6.7,6.7,7.7
fundamental anos iniciais,RS,4314506,Pinheiro Machado,Estadual,4.8,5,4.5999999999999996,6.2,6.2,5.7,5.5
fundamental anos iniciais,RS,4314506,Pinheiro Machado,Municipal,3,3.5,4.3,5,4.5999999999999996,4.9000000000000004,4.8
fundamental anos iniciais,RS,4314506,Pinheiro Machado,Pública,3.4,3.9,4.4000000000000004,5.5,5.3,5.2,5
fundamental anos iniciais,RS,4314548,Pinto Bandeira,Estadual,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4314548,Pinto Bandeira,Pública,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4314555,Pirapó,Estadual,-,4.7,-,-,-,-,-
fundamental anos iniciais,RS,4314555,Pirapó,Pública,-,4.3,-,-,-,-,-
fundamental anos iniciais,RS,4314605,Piratini,Estadual,3.9,4.5,4.7,4.9000000000000004,5.3,5.8,5.7
fundamental anos iniciais,RS,4314605,Piratini,Municipal,-,4.5,4.5,-,4.4000000000000004,-,4
fundamental anos iniciais,RS,4314605,Piratini,Pública,4,4.5,4.5999999999999996,5,5.0999999999999996,5.8,5.4
fundamental anos iniciais,RS,4314704,Planalto,Estadual,3.3,4.4000000000000004,4.8,-,6.4,5.9,6.7
fundamental anos iniciais,RS,4314704,Planalto,Municipal,3.6,4.5,4.7,5,5.5,5.8,5.9
fundamental anos iniciais,RS,4314704,Planalto,Pública,3.4,4.4000000000000004,4.7,5.2,6,5.9,6.2
fundamental anos iniciais,RS,4314753,Poço das Antas,Estadual,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4314753,Poço das Antas,Municipal,-,-,-,6.1,-,-,-
fundamental anos iniciais,RS,4314753,Poço das Antas,Pública,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4314779,Pontão,Municipal,4.0999999999999996,4.5,4.5,3.9,5.4,5.8,5.7
fundamental anos iniciais,RS,4314779,Pontão,Pública,4.0999999999999996,4.4000000000000004,4.5999999999999996,-,5.4,5.8,5.5
fundamental anos iniciais,RS,4314787,Ponte Preta,Estadual,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4314787,Ponte Preta,Pública,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4314803,Portão,Estadual,4.3,5,4.8,5.6,5.4,5.3,4.9000000000000004
fundamental anos iniciais,RS,4314803,Portão,Municipal,4.2,4.5,4.8,5.5,5.4,5.4,5.8
fundamental anos iniciais,RS,4314803,Portão,Pública,4.3,4.7,4.8,5.5,5.4,5.4,5.7
fundamental anos iniciais,RS,4314902,Porto Alegre,Federal,-,5.9,6.2,-,6,7.3,5.9
fundamental anos iniciais,RS,4314902,Porto Alegre,Estadual,3.7,4.0999999999999996,4.3,4.5999999999999996,4.9000000000000004,4.9000000000000004,5
fundamental anos iniciais,RS,4314902,Porto Alegre,Municipal,3.6,3.9,4.0999999999999996,4.4000000000000004,4.5,4.5999999999999996,-
fundamental anos iniciais,RS,4314902,Porto Alegre,Pública,3.8,4.0999999999999996,4.3,4.5,4.8,4.8,4.9000000000000004
fundamental anos iniciais,RS,4315008,Porto Lucena,Estadual,4.7,5.2,6.1,-,5.5,6,7.2
fundamental anos iniciais,RS,4315008,Porto Lucena,Pública,4.7,5.3,6.1,-,5.5,6.2,7.2
fundamental anos iniciais,RS,4315057,Porto Mauá,Estadual,-,6.6,-,-,-,-,-
fundamental anos iniciais,RS,4315057,Porto Mauá,Municipal,-,4.5,5.5,5.5,5.5,5.6,5.4
fundamental anos iniciais,RS,4315057,Porto Mauá,Pública,-,4.8,5.5,-,5.5,5.6,5.4
fundamental anos iniciais,RS,4315073,Porto Vera Cruz,Estadual,-,4.7,-,-,-,-,-
fundamental anos iniciais,RS,4315073,Porto Vera Cruz,Pública,-,4.5999999999999996,-,-,-,-,-
fundamental anos iniciais,RS,4315107,Porto Xavier,Estadual,4.5,5.0999999999999996,5.5,5.5,6.4,6.2,6.7
fundamental anos iniciais,RS,4315107,Porto Xavier,Pública,4.5,5.0999999999999996,5.4,5.4,6.3,6.1,6.7
fundamental anos iniciais,RS,4315131,Pouso Novo,Estadual,-,3.5,-,-,-,-,-
fundamental anos iniciais,RS,4315131,Pouso Novo,Pública,-,3.5,-,-,-,-,-
fundamental anos iniciais,RS,4315149,Presidente Lucena,Pública,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4315156,Progresso,Estadual,3.8,4.9000000000000004,5.3,-,-,-,6.6
fundamental anos iniciais,RS,4315156,Progresso,Municipal,-,-,-,5,-,-,6.5
fundamental anos iniciais,RS,4315156,Progresso,Pública,3.9,5.0999999999999996,5.3,-,-,-,6.5
fundamental anos iniciais,RS,4315172,Protásio Alves,Municipal,-,4.5,5,5.7,-,6.6,5.8
fundamental anos iniciais,RS,4315172,Protásio Alves,Pública,-,4.5,5,-,-,6.6,5.8
fundamental anos iniciais,RS,4315206,Putinga,Estadual,-,4.0999999999999996,6.3,-,-,-,-
fundamental anos iniciais,RS,4315206,Putinga,Municipal,-,-,-,-,-,-,5.8
fundamental anos iniciais,RS,4315206,Putinga,Pública,-,4.0999999999999996,6.2,-,-,-,5.8
fundamental anos iniciais,RS,4315305,Quaraí,Estadual,4.3,4.2,4.7,5.0999999999999996,5.7,5.8,5.6
fundamental anos iniciais,RS,4315305,Quaraí,Municipal,3.5,3.6,4.5999999999999996,-,5.7,6.3,6.3
fundamental anos iniciais,RS,4315305,Quaraí,Pública,4.0999999999999996,4.2,4.7,5.0999999999999996,5.7,5.8,5.7
fundamental anos iniciais,RS,4315313,Quatro Irmãos,Estadual,3.1,3.3,4.3,-,5.7,-,-
fundamental anos iniciais,RS,4315313,Quatro Irmãos,Municipal,-,-,-,-,-,-,6.4
fundamental anos iniciais,RS,4315313,Quatro Irmãos,Pública,3.1,3.3,4.3,-,5.7,-,6.4
fundamental anos iniciais,RS,4315321,Quevedos,Estadual,-,-,-,-,-,-,5.6
fundamental anos iniciais,RS,4315321,Quevedos,Pública,-,-,-,-,-,-,5.5
fundamental anos iniciais,RS,4315354,Quinze de Novembro,Estadual,-,4.5999999999999996,-,-,-,-,7.1
fundamental anos iniciais,RS,4315354,Quinze de Novembro,Municipal,-,-,-,5.9,5.7,6.1,6.8
fundamental anos iniciais,RS,4315354,Quinze de Novembro,Pública,-,4.8,-,6,5.7,6.1,6.9
fundamental anos iniciais,RS,4315404,Redentora,Estadual,3.3,3.3,4.3,-,5.0999999999999996,4.9000000000000004,4.8
fundamental anos iniciais,RS,4315404,Redentora,Municipal,-,3.3,3.1,4,-,4.9000000000000004,5.4
fundamental anos iniciais,RS,4315404,Redentora,Pública,3.4,3.3,3.9,-,5.2,4.9000000000000004,5
fundamental anos iniciais,RS,4315453,Relvado,Estadual,-,-,-,-,-,-,6.3
fundamental anos iniciais,RS,4315453,Relvado,Pública,-,-,-,-,-,-,6.2
fundamental anos iniciais,RS,4315503,Restinga Sêca,Estadual,4.5,5.3,5.3,6,6.6,5.8,5.5
fundamental anos iniciais,RS,4315503,Restinga Sêca,Municipal,3.5,3.9,3.8,4,4.8,5,4.5999999999999996
fundamental anos iniciais,RS,4315503,Restinga Sêca,Pública,4,4.5999999999999996,4.5,4.7,5.7,5.3,5
fundamental anos iniciais,RS,4315552,Rio dos Índios,Estadual,-,-,-,-,-,-,5.7
fundamental anos iniciais,RS,4315552,Rio dos Índios,Municipal,-,-,-,4.4000000000000004,-,-,-
fundamental anos iniciais,RS,4315552,Rio dos Índios,Pública,-,-,-,-,-,-,5.7
fundamental anos iniciais,RS,4315602,Rio Grande,Estadual,3.3,4.0999999999999996,4.4000000000000004,4.5,4.9000000000000004,4.9000000000000004,5
fundamental anos iniciais,RS,4315602,Rio Grande,Municipal,3.2,3.9,4.3,4.9000000000000004,4.7,5,5.3
fundamental anos iniciais,RS,4315602,Rio Grande,Pública,3.3,4,4.4000000000000004,4.8,4.8,5,5.2
fundamental anos iniciais,RS,4315701,Rio Pardo,Estadual,3.4,4.2,4.5,5,5.0999999999999996,5.3,5.4
fundamental anos iniciais,RS,4315701,Rio Pardo,Municipal,-,-,-,4.5999999999999996,-,4.2,4.3
fundamental anos iniciais,RS,4315701,Rio Pardo,Pública,3.6,4.2,4.5999999999999996,5.0999999999999996,5.0999999999999996,5.2,5.3
fundamental anos iniciais,RS,4315750,Riozinho,Estadual,4.8,5.2,6,5.9,6,-,6.8
fundamental anos iniciais,RS,4315750,Riozinho,Municipal,-,4.5999999999999996,-,4.9000000000000004,-,-,6.5
fundamental anos iniciais,RS,4315750,Riozinho,Pública,4.7,4.9000000000000004,5.6,5.9,6,-,6.7
