periodo,uf,cod_municipio,municipio,tipo,ideb_2005,ideb_2007,ideb_2009,ideb_2011,ideb_2013,ideb_2015,ideb_2017
fundamental anos iniciais,RS,4304630,Capão da Canoa,Pública,3.6,4.4000000000000004,4.5999999999999996,5.0999999999999996,5,5.0999999999999996,5.2
fundamental anos iniciais,RS,4304655,Capão do Cipó,Municipal,-,3.9,4.5999999999999996,4.9000000000000004,5.6,5.5,5.3
fundamental anos iniciais,RS,4304655,Capão do Cipó,Pública,-,3.9,4.5999999999999996,5,5.6,5.4,5.3
fundamental anos iniciais,RS,4304663,Capão do Leão,Estadual,3.3,3.8,4.3,4,4.8,4.9000000000000004,5.2
fundamental anos iniciais,RS,4304663,Capão do Leão,Municipal,3,4,4.0999999999999996,5.0999999999999996,4.8,4.9000000000000004,4.7
fundamental anos iniciais,RS,4304663,Capão do Leão,Pública,3.1,3.9,4.2,5,4.8,4.9000000000000004,4.8
fundamental anos iniciais,RS,4304671,Capivari do Sul,Estadual,-,5.3,5.6,-,-,7,6.9
fundamental anos iniciais,RS,4304671,Capivari do Sul,Municipal,3.4,4.5999999999999996,5.2,5.4,6,5.2,5.6
fundamental anos iniciais,RS,4304671,Capivari do Sul,Pública,3.6,4.9000000000000004,5.3,5.4,5.9,5.9,6.1
fundamental anos iniciais,RS,4304689,Capela de Santana,Estadual,3.2,4.4000000000000004,4.5999999999999996,4.9000000000000004,3.9,4.5999999999999996,3.9
fundamental anos iniciais,RS,4304689,Capela de Santana,Municipal,3.6,4.8,4.4000000000000004,5.6,5.4,5.3,5.4
fundamental anos iniciais,RS,4304689,Capela de Santana,Pública,3.5,4.5999999999999996,4.5999999999999996,5.4,5,5.2,5.0999999999999996
fundamental anos iniciais,RS,4304697,Capitão,Municipal,4.8,5,4.7,5.4,6.3,6.5,6.3
fundamental anos iniciais,RS,4304697,Capitão,Pública,4.8,5,4.8,5.4,6.3,6.5,6.2
fundamental anos iniciais,RS,4304705,Carazinho,Estadual,4,4.9000000000000004,5.4,5.5,6,6.4,6.5
fundamental anos iniciais,RS,4304705,Carazinho,Municipal,3.7,4.3,4.7,5,5.4,5.4,6
fundamental anos iniciais,RS,4304705,Carazinho,Pública,3.9,4.5999999999999996,5,5.2,5.7,5.9,6.3
fundamental anos iniciais,RS,4304713,Caraá,Estadual,-,4.7,3.8,5,6.1,5.3,5.8
fundamental anos iniciais,RS,4304713,Caraá,Municipal,-,3.7,-,4.5999999999999996,-,-,-
fundamental anos iniciais,RS,4304713,Caraá,Pública,-,4.3,3.7,5.4,6,5.3,5.6
fundamental anos iniciais,RS,4304804,Carlos Barbosa,Estadual,4.8,5.3,6.3,6.7,6.5,6.5,6.6
fundamental anos iniciais,RS,4304804,Carlos Barbosa,Municipal,4.4000000000000004,4.9000000000000004,4.9000000000000004,6,6.5,7.1,7.3
fundamental anos iniciais,RS,4304804,Carlos Barbosa,Pública,4.7,5.0999999999999996,5.7,6.3,6.5,6.8,6.9
fundamental anos iniciais,RS,4304853,Carlos Gomes,Municipal,-,-,-,5.6,-,-,-
fundamental anos iniciais,RS,4304903,Casca,Estadual,5.0999999999999996,5.4,5.8,-,6.9,6.3,6.3
fundamental anos iniciais,RS,4304903,Casca,Municipal,5.0999999999999996,5.8,5.8,6.1,6.3,6.5,6.9
fundamental anos iniciais,RS,4304903,Casca,Pública,5.0999999999999996,5.5,5.8,-,6.7,6.4,6.6
fundamental anos iniciais,RS,4304952,Caseiros,Estadual,-,3.8,-,-,-,7.2,6.8
fundamental anos iniciais,RS,4304952,Caseiros,Municipal,3,4,4.7,5.3,5.4,4.5,5.6
fundamental anos iniciais,RS,4304952,Caseiros,Pública,3.2,4,4.7,-,5.4,5.6,6
fundamental anos iniciais,RS,4305009,Catuípe,Estadual,4.3,4.9000000000000004,5.3,5.5,6.4,7.1,7.5
fundamental anos iniciais,RS,4305009,Catuípe,Municipal,3.3,3.9,4.7,5.2,5.4,5.2,5.6
fundamental anos iniciais,RS,4305009,Catuípe,Pública,3.8,4.5999999999999996,5.0999999999999996,5.3,5.9,5.9,6.1
fundamental anos iniciais,RS,4305108,Caxias do Sul,Estadual,4.7,5.2,5.5,5.7,5.8,6,6.1
fundamental anos iniciais,RS,4305108,Caxias do Sul,Municipal,4.4000000000000004,5.0999999999999996,5.4,5.7,5.7,6,6
fundamental anos iniciais,RS,4305108,Caxias do Sul,Pública,4.5,5.0999999999999996,5.4,5.7,5.7,6,6
fundamental anos iniciais,RS,4305116,Centenário,Estadual,-,7.3,-,-,7.5,6.6,7.1
fundamental anos iniciais,RS,4305116,Centenário,Municipal,-,-,-,5.9,-,-,-
fundamental anos iniciais,RS,4305116,Centenário,Pública,-,7.3,-,-,7.5,6.6,7.1
fundamental anos iniciais,RS,4305124,Cerrito,Estadual,3.5,3.9,4.7,-,5.2,5,4.7
fundamental anos iniciais,RS,4305124,Cerrito,Municipal,-,-,4.5,-,-,-,3.9
fundamental anos iniciais,RS,4305124,Cerrito,Pública,3,4.3,4.7,-,5.7,5.0999999999999996,4.3
fundamental anos iniciais,RS,4305132,Cerro Branco,Estadual,-,-,-,-,-,-,6.1
fundamental anos iniciais,RS,4305132,Cerro Branco,Municipal,-,3.7,4.5,4.4000000000000004,6,5.4,4.7
fundamental anos iniciais,RS,4305132,Cerro Branco,Pública,-,3.8,4.5,-,5.9,5.4,5.5
fundamental anos iniciais,RS,4305157,Cerro Grande,Estadual,-,-,6.4,-,-,-,5.5
fundamental anos iniciais,RS,4305157,Cerro Grande,Municipal,-,-,-,4.5,-,-,-
fundamental anos iniciais,RS,4305157,Cerro Grande,Pública,-,-,6.2,-,-,-,5.7
fundamental anos iniciais,RS,4305173,Cerro Grande do Sul,Estadual,3.9,4.0999999999999996,5,-,-,6.2,6.1
fundamental anos iniciais,RS,4305173,Cerro Grande do Sul,Municipal,-,-,4.3,4.2,5.2,5.4,5.2
fundamental anos iniciais,RS,4305173,Cerro Grande do Sul,Pública,3.8,4.2,4.5999999999999996,4.3,5.2,5.6,5.4
fundamental anos iniciais,RS,4305207,Cerro Largo,Estadual,3.6,4.9000000000000004,5,5.5,6.2,6.4,6.3
fundamental anos iniciais,RS,4305207,Cerro Largo,Municipal,-,-,4.9000000000000004,5.7,5.9,5.7,5.6
fundamental anos iniciais,RS,4305207,Cerro Largo,Pública,3.6,5,5,5.6,6.2,6.2,6.2
fundamental anos iniciais,RS,4305306,Chapada,Estadual,-,4.8,5.8,-,6.7,7.2,6.6
fundamental anos iniciais,RS,4305306,Chapada,Municipal,4.5,4.8,4.9000000000000004,5.8,5.7,6,5.9
fundamental anos iniciais,RS,4305306,Chapada,Pública,4.5,4.8,5.2,5.8,6.1,6.6,6.3
fundamental anos iniciais,RS,4305355,Charqueadas,Estadual,4.3,4.4000000000000004,4.7,4.8,5.3,5.6,5.7
fundamental anos iniciais,RS,4305355,Charqueadas,Municipal,3.3,4.2,4.3,4.2,4.9000000000000004,4.5999999999999996,5
fundamental anos iniciais,RS,4305355,Charqueadas,Pública,3.7,4.3,4.5,4.4000000000000004,5.0999999999999996,5,5.3
fundamental anos iniciais,RS,4305371,Charrua,Municipal,-,-,-,5.5,-,-,-
fundamental anos iniciais,RS,4305405,Chiapetta,Estadual,4.7,4.5999999999999996,6.2,-,6.1,6.5,6.9
fundamental anos iniciais,RS,4305405,Chiapetta,Municipal,4.3,4,7.1,5.9,-,5.6,5.3
fundamental anos iniciais,RS,4305405,Chiapetta,Pública,4.5,4.3,6.5,5.9,6.1,6,6.3
fundamental anos iniciais,RS,4305439,Chuí,Estadual,-,4.8,4.7,-,-,5.4,5.9
fundamental anos iniciais,RS,4305439,Chuí,Municipal,3,4.2,3.8,5.0999999999999996,4.5999999999999996,4.4000000000000004,4.5
fundamental anos iniciais,RS,4305439,Chuí,Pública,3.1,4.4000000000000004,4.2,5.5,4.5,4.9000000000000004,5.0999999999999996
fundamental anos iniciais,RS,4305447,Chuvisca,Estadual,-,4.4000000000000004,-,-,-,5.8,5.8
fundamental anos iniciais,RS,4305447,Chuvisca,Pública,-,4.5,-,-,-,5.5,5.6
fundamental anos iniciais,RS,4305454,Cidreira,Estadual,4.5,4.5999999999999996,4.9000000000000004,5.4,5.7,5.7,-
fundamental anos iniciais,RS,4305454,Cidreira,Municipal,3.4,4.0999999999999996,3.9,4.3,4.5,4.5999999999999996,4.8
fundamental anos iniciais,RS,4305454,Cidreira,Pública,3.8,4.3,4.2,4.5999999999999996,4.9000000000000004,4.9000000000000004,5
fundamental anos iniciais,RS,4305504,Ciríaco,Estadual,4.0999999999999996,5.2,5.0999999999999996,6.4,5.8,5.8,6.7
fundamental anos iniciais,RS,4305504,Ciríaco,Municipal,-,-,4.4000000000000004,3.8,-,-,-
fundamental anos iniciais,RS,4305504,Ciríaco,Pública,4.0999999999999996,5.0999999999999996,4.9000000000000004,6.3,5.7,5.8,6.7
fundamental anos iniciais,RS,4305587,Colinas,Municipal,-,6.3,5.8,5.4,6.4,7,6.8
fundamental anos iniciais,RS,4305587,Colinas,Pública,-,6.3,5.8,-,6.4,7,6.8
fundamental anos iniciais,RS,4305603,Colorado,Estadual,-,4.3,5.9,-,-,-,6.8
fundamental anos iniciais,RS,4305603,Colorado,Municipal,-,4.0999999999999996,-,-,-,-,-
fundamental anos iniciais,RS,4305603,Colorado,Pública,-,4.2,5.9,-,-,-,6.7
fundamental anos iniciais,RS,4305702,Condor,Estadual,4.7,4.9000000000000004,5.7,-,-,6.4,7.2
fundamental anos iniciais,RS,4305702,Condor,Municipal,-,-,-,5.5,6,5.7,5.8
fundamental anos iniciais,RS,4305702,Condor,Pública,4.7,4.9000000000000004,5.6,5.5,6.1,5.9,6.2
fundamental anos iniciais,RS,4305801,Constantina,Estadual,4,5.3,5.6,7,6.3,5.6,6
fundamental anos iniciais,RS,4305801,Constantina,Municipal,4.8,5.9,5.6,6.6,5.4,6.8,6.3
fundamental anos iniciais,RS,4305801,Constantina,Pública,4.5,5.5,5.6,6.8,5.7,6.5,6.2
fundamental anos iniciais,RS,4305835,Coqueiro Baixo,Municipal,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4305835,Coqueiro Baixo,Pública,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4305850,Coqueiros do Sul,Municipal,-,4.9000000000000004,4.2,4.7,-,-,-
fundamental anos iniciais,RS,4305850,Coqueiros do Sul,Pública,-,4.9000000000000004,4.4000000000000004,4.7,-,-,-
fundamental anos iniciais,RS,4305871,Coronel Barros,Municipal,4.7,4.9000000000000004,5,5.6,6.5,6.1,6
fundamental anos iniciais,RS,4305871,Coronel Barros,Pública,4.7,4.9000000000000004,5,5.6,6.5,6.1,6
fundamental anos iniciais,RS,4305900,Coronel Bicaco,Estadual,3.4,4.0999999999999996,4.5999999999999996,-,5.9,5.2,6
fundamental anos iniciais,RS,4305900,Coronel Bicaco,Municipal,3.1,4.0999999999999996,-,4.7,4,4.2,4.4000000000000004
fundamental anos iniciais,RS,4305900,Coronel Bicaco,Pública,3.2,4.2,4.7,-,5.0999999999999996,4.7,5.3
fundamental anos iniciais,RS,4305934,Coronel Pilar,Municipal,-,-,-,6.2,-,-,7.2
fundamental anos iniciais,RS,4305934,Coronel Pilar,Pública,-,-,-,-,-,-,7.2
fundamental anos iniciais,RS,4305959,Cotiporã,Estadual,-,-,5.9,-,-,-,-
fundamental anos iniciais,RS,4305959,Cotiporã,Municipal,-,5.2,4.9000000000000004,4.9000000000000004,6,5.9,7.1
fundamental anos iniciais,RS,4305959,Cotiporã,Pública,-,5.3,5.2,4.9000000000000004,6,5.9,7.1
fundamental anos iniciais,RS,4305975,Coxilha,Municipal,3.7,4.0999999999999996,5.3,4.0999999999999996,5.2,6.1,5.8
fundamental anos iniciais,RS,4305975,Coxilha,Pública,3.7,4.0999999999999996,5.3,4.0999999999999996,5.2,6.1,5.8
fundamental anos iniciais,RS,4306007,Crissiumal,Estadual,4.5,4.5999999999999996,4.5,-,5.7,6.1,5.8
fundamental anos iniciais,RS,4306007,Crissiumal,Municipal,4.4000000000000004,5.3,5.3,5.8,6.2,6.4,6.8
fundamental anos iniciais,RS,4306007,Crissiumal,Pública,4.5,5,4.9000000000000004,5.7,6,6.3,6.6
fundamental anos iniciais,RS,4306056,Cristal,Estadual,3.2,4.0999999999999996,4.2,4.0999999999999996,4.5999999999999996,5,4.9000000000000004
fundamental anos iniciais,RS,4306056,Cristal,Pública,3.2,4.2,4.3,4.2,4.7,5.2,4.9000000000000004
fundamental anos iniciais,RS,4306072,Cristal do Sul,Estadual,-,-,-,-,-,-,6.1
fundamental anos iniciais,RS,4306072,Cristal do Sul,Municipal,-,3.9,5.0999999999999996,5.2,-,-,5.6
fundamental anos iniciais,RS,4306072,Cristal do Sul,Pública,-,4,5.2,5.2,-,-,5.9
fundamental anos iniciais,RS,4306106,Cruz Alta,Estadual,3.6,4.3,4.5999999999999996,5.0999999999999996,5.5,5.4,5.5
fundamental anos iniciais,RS,4306106,Cruz Alta,Municipal,3.4,4,4.3,4.5999999999999996,5.2,5.0999999999999996,5.2
fundamental anos iniciais,RS,4306106,Cruz Alta,Pública,3.7,4.2,4.5,4.8,5.4,5.3,5.4
fundamental anos iniciais,RS,4306130,Cruzaltense,Municipal,-,-,-,6.3,-,-,-
fundamental anos iniciais,RS,4306130,Cruzaltense,Pública,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4306205,Cruzeiro do Sul,Estadual,4.4000000000000004,5,5.3,-,5.9,5.8,6.3
fundamental anos iniciais,RS,4306205,Cruzeiro do Sul,Municipal,-,4.8,5.5,5.4,5.0999999999999996,6.1,5.7
fundamental anos iniciais,RS,4306205,Cruzeiro do Sul,Pública,4.4000000000000004,4.9000000000000004,5.4,-,5.5,5.9,5.9
fundamental anos iniciais,RS,4306304,David Canabarro,Estadual,5,4.9000000000000004,5.9,-,5.8,6.3,7.6
fundamental anos iniciais,RS,4306304,David Canabarro,Pública,5,4.9000000000000004,6,-,5.8,6.3,7.6
fundamental anos iniciais,RS,4306320,Derrubadas,Municipal,-,5,4.4000000000000004,5.9,-,6.2,5.3
fundamental anos iniciais,RS,4306320,Derrubadas,Pública,-,5,4.4000000000000004,5.9,-,6.2,5.3
fundamental anos iniciais,RS,4306353,Dezesseis de Novembro,Estadual,-,-,-,-,5.4,-,-
fundamental anos iniciais,RS,4306353,Dezesseis de Novembro,Pública,-,-,-,-,5.4,-,-
fundamental anos iniciais,RS,4306379,Dilermando de Aguiar,Estadual,1.7,3.1,2.5,-,-,-,4.5
fundamental anos iniciais,RS,4306379,Dilermando de Aguiar,Municipal,-,-,-,4.5,-,-,-
fundamental anos iniciais,RS,4306379,Dilermando de Aguiar,Pública,2.2000000000000002,3.4,3.5,-,-,-,4.5999999999999996
fundamental anos iniciais,RS,4306403,Dois Irmãos,Estadual,5.0999999999999996,5.5,5.9,6.4,6.8,6.4,7.1
fundamental anos iniciais,RS,4306403,Dois Irmãos,Municipal,4.5999999999999996,5.0999999999999996,5.5,5.8,6.1,6.3,6.4
fundamental anos iniciais,RS,4306403,Dois Irmãos,Pública,4.8,5.2,5.6,6,6.3,6.3,6.6
fundamental anos iniciais,RS,4306429,Dois Irmãos das Missões,Estadual,-,3.8,4.9000000000000004,-,-,5.0999999999999996,6.5
fundamental anos iniciais,RS,4306429,Dois Irmãos das Missões,Municipal,-,-,-,5.2,-,-,-
fundamental anos iniciais,RS,4306429,Dois Irmãos das Missões,Pública,-,4,5.0999999999999996,-,-,4.9000000000000004,5.6
fundamental anos iniciais,RS,4306452,Dois Lajeados,Estadual,-,6.4,7.5,-,-,-,7.8
fundamental anos iniciais,RS,4306452,Dois Lajeados,Municipal,-,-,-,6.8,-,-,-
fundamental anos iniciais,RS,4306452,Dois Lajeados,Pública,-,6.3,7.3,-,-,-,7.8
fundamental anos iniciais,RS,4306502,Dom Feliciano,Estadual,-,5,5.6,-,7,6.6,6.9
fundamental anos iniciais,RS,4306502,Dom Feliciano,Municipal,3.3,3.7,4,-,5,4.3,5.7
fundamental anos iniciais,RS,4306502,Dom Feliciano,Pública,3.4,4.0999999999999996,4.5,-,5.5,4.9000000000000004,5.9
fundamental anos iniciais,RS,4306551,Dom Pedro de Alcântara,Estadual,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4306551,Dom Pedro de Alcântara,Pública,-,-,-,-,-,-,-
fundamental anos iniciais,RS,4306601,Dom Pedrito,Estadual,4.0999999999999996,4.3,4.8,4.9000000000000004,5.4,5.6,5.7
fundamental anos iniciais,RS,4306601,Dom Pedrito,Municipal,3.4,3.6,4,4.0999999999999996,4.5999999999999996,5.0999999999999996,4.8
fundamental anos iniciais,RS,4306601,Dom Pedrito,Pública,3.9,4.0999999999999996,4.4000000000000004,4.8,5,5.4,5.3
fundamental anos iniciais,RS,4306700,Dona Francisca,Estadual,3.9,4,5.2,-,6.2,-,5.7
fundamental anos iniciais,RS,4306700,Dona Francisca,Municipal,3.7,3.9,3.9,4,-,4.5999999999999996,4.7
fundamental anos iniciais,RS,4306700,Dona Francisca,Pública,3.9,3.9,4.4000000000000004,4,5.8,4.9000000000000004,5.3
fundamental anos iniciais,RS,4306734,Doutor Maurício Cardoso,Estadual,-,5.4,6.2,-,-,-,-
fundamental anos iniciais,RS,4306734,Doutor Maurício Cardoso,Municipal,3.4,4.8,5.0999999999999996,-,6,5.8,6
fundamental anos iniciais,RS,4306734,Doutor Maurício Cardoso,Pública,3.7,5,5.4,-,6.1,5.7,6
fundamental anos iniciais,RS,4306759,Doutor Ricardo,Estadual,-,4.8,-,-,-,-,-
fundamental anos iniciais,RS,4306759,Doutor Ricardo,Municipal,-,4.3,4.5999999999999996,4.4000000000000004,-,-,5.0999999999999996
fundamental anos iniciais,RS,4306759,Doutor Ricardo,Pública,-,4.5999999999999996,4.9000000000000004,-,-,-,5
fundamental anos iniciais,RS,4306767,Eldorado do Sul,Estadual,3.8,3.7,4.5999999999999996,5.5,5.4,5.5,5.3
fundamental anos iniciais,RS,4306767,Eldorado do Sul,Municipal,3.8,3.7,4.0999999999999996,4.7,4.9000000000000004,4.8,5
fundamental anos iniciais,RS,4306767,Eldorado do Sul,Pública,3.8,3.7,4.2,4.8,5,4.9000000000000004,5
fundamental anos iniciais,RS,4306809,Encantado,Estadual,4.8,5.2,6.1,6.5,6.6,6.9,6.5
fundamental anos iniciais,RS,4306809,Encantado,Municipal,4.5,6,5.6,5.3,6.7,6.8,6.6
fundamental anos iniciais,RS,4306809,Encantado,Pública,4.7,5.5,5.9,6.1,6.6,6.8,6.5
fundamental anos iniciais,RS,4306908,Encruzilhada do Sul,Estadual,4.2,4.5999999999999996,4.9000000000000004,5,5.7,5.6,6
fundamental anos iniciais,RS,4306908,Encruzilhada do Sul,Municipal,4,4,4.0999999999999996,4.0999999999999996,4.3,4.5999999999999996,4.5999999999999996
fundamental anos iniciais,RS,4306908,Encruzilhada do Sul,Pública,4.0999999999999996,4.4000000000000004,4.5999999999999996,4.5999999999999996,5.2,5.3,5.5
fundamental anos iniciais,RS,4306924,Engenho Velho,Municipal,-,3.6,4,3.9,4.2,-,4.5999999999999996
fundamental anos iniciais,RS,4306924,Engenho Velho,Pública,-,3.9,3.9,3.8,4.2,-,4.5999999999999996
fundamental anos iniciais,RS,4306932,Entre-Ijuís,Estadual,4.4000000000000004,5.0999999999999996,4.7,5.5,6.6,5.6,6
fundamental anos iniciais,RS,4306932,Entre-Ijuís,Municipal,-,-,-,4.7,-,-,-
fundamental anos iniciais,RS,4306932,Entre-Ijuís,Pública,4.3,5.0999999999999996,4.7,5.4,6.7,5.8,6
fundamental anos iniciais,RS,4306957,Entre Rios do Sul,Estadual,4.4000000000000004,5,6.4,-,-,-,7.5
fundamental anos iniciais,RS,4306957,Entre Rios do Sul,Municipal,-,-,-,6.3,-,-,6.1
fundamental anos iniciais,RS,4306957,Entre Rios do Sul,Pública,4.7,4.9000000000000004,6.7,-,-,-,6.8
fundamental anos iniciais,RS,4306973,Erebango,Estadual,-,4.5,6.3,-,-,-,-
fundamental anos iniciais,RS,4306973,Erebango,Municipal,3.4,4,6.2,5.0999999999999996,4.7,5.2,4.5
fundamental anos iniciais,RS,4306973,Erebango,Pública,3.3,4.2,6.3,5.0999999999999996,4.5999999999999996,5.3,4.5999999999999996
fundamental anos iniciais,RS,4307005,Erechim,Estadual,5,5,5.6,6.2,6.3,6.6,6.6
fundamental anos iniciais,RS,4307005,Erechim,Municipal,4,4.5,4.5,5.6,6,6.1,6.3
fundamental anos iniciais,RS,4307005,Erechim,Pública,4.5999999999999996,4.8,5.2,5.9,6.3,6.4,6.5
fundamental anos iniciais,RS,4307054,Ernestina,Estadual,3.5,4.5999999999999996,3.9,-,-,-,5.6
fundamental anos iniciais,RS,4307054,Ernestina,Municipal,-,-,4.4000000000000004,5.3,-,-,5.6
fundamental anos iniciais,RS,4307054,Ernestina,Pública,3.6,4.7,4.2,-,-,-,5.6
fundamental anos iniciais,RS,4307104,Herval,Estadual,4.5,4.5999999999999996,4.4000000000000004,-,-,5.3,-
fundamental anos iniciais,RS,4307104,Herval,Municipal,2.9,3.9,4,4.9000000000000004,4.7,4.5999999999999996,5.0999999999999996
fundamental anos iniciais,RS,4307104,Herval,Pública,3.6,4.2,4.2,4.8,4.8,4.9000000000000004,5.2
fundamental anos iniciais,RS,4307203,Erval Grande,Estadual,-,4.5,5.0999999999999996,-,-,6.4,6.6
fundamental anos iniciais,RS,4307203,Erval Grande,Municipal,-,-,-,5.4,-,-,5.8
fundamental anos iniciais,RS,4307203,Erval Grande,Pública,-,4.4000000000000004,5.0999999999999996,-,-,6.5,6.2
fundamental anos iniciais,RS,4307302,Erval Seco,Estadual,4.5,4.4000000000000004,4.5999999999999996,5.5,5.6,6,5.8
fundamental anos iniciais,RS,4307302,Erval Seco,Municipal,-,-,-,4.4000000000000004,-,-,-
fundamental anos iniciais,RS,4307302,Erval Seco,Pública,4.5,4.5,4.5999999999999996,5.5,5.6,6.1,5.9
fundamental anos iniciais,RS,4307401,Esmeralda,Estadual,-,4.8,-,-,-,-,-
fundamental anos iniciais,RS,4307401,Esmeralda,Municipal,3.4,4.3,4.4000000000000004,4.2,4.7,4.9000000000000004,5.0999999999999996
fundamental anos iniciais,RS,4307401,Esmeralda,Pública,3.4,4.4000000000000004,4.4000000000000004,4.5,5,5.0999999999999996,5.3
fundamental anos iniciais,RS,4307450,Esperança do Sul,Municipal,-,4.0999999999999996,4.5999999999999996,5.3,5.2,-,5.8
fundamental anos iniciais,RS,4307450,Esperança do Sul,Pública,-,4.0999999999999996,4.5999999999999996,5.4,5.2,-,5.8
fundamental anos iniciais,RS,4307500,Espumoso,Estadual,4.5999999999999996,5.2,5.5,6.6,6.6,6.6,6.1
fundamental anos iniciais,RS,4307500,Espumoso,Municipal,3.8,4,5.2,5.8,5.4,5.2,6.1
fundamental anos iniciais,RS,4307500,Espumoso,Pública,4.3,4.7,5.4,6.3,6.2,6.2,6.1
fundamental anos iniciais,RS,4307559,Estação,Estadual,4.5,5.9,6.2,-,-,6.5,6.8
fundamental anos iniciais,RS,4307559,Estação,Municipal,4.5,4.5999999999999996,5.5,5.8,6.3,6.7,7
fundamental anos iniciais,RS,4307559,Estação,Pública,4.5999999999999996,5.2,5.7,5.9,6.3,6.7,7
fundamental anos iniciais,RS,4307609,Estância Velha,Estadual,4.5999999999999996,4.8,5.5,5.6,5.9,5.6,6
fundamental anos iniciais,RS,4307609,Estância Velha,Municipal,4.5999999999999996,4.9000000000000004,5.2,5.7,6,6.3,6.5
fundamental anos iniciais,RS,4307609,Estância Velha,Pública,4.5999999999999996,4.9000000000000004,5.2,5.7,6,6.3,6.4
fundamental anos iniciais,RS,4307708,Esteio,Estadual,3.9,4.3,4.7,4.5999999999999996,5.3,5.4,5.9
fundamental anos iniciais,RS,4307708,Esteio,Municipal,4.4000000000000004,4.5999999999999996,4.5999999999999996,5,5.2,5.4,5.6
fundamental anos iniciais,RS,4307708,Esteio,Pública,4.3,4.5,4.5999999999999996,4.9000000000000004,5.2,5.4,5.7
fundamental anos iniciais,RS,4307807,Estrela,Estadual,5,5.0999999999999996,5.3,5.7,5.9,6.1,5.8
fundamental anos iniciais,RS,4307807,Estrela,Municipal,4.9000000000000004,5.6,5.4,5.9,5.8,5.9,5.9
fundamental anos iniciais,RS,4307807,Estrela,Pública,4.9000000000000004,5.3,5.4,5.8,5.8,6,5.9
fundamental anos iniciais,RS,4307815,Estrela Velha,Municipal,-,4.2,4.9000000000000004,5.0999999999999996,6,4.7,6.3
fundamental anos iniciais,RS,4307815,Estrela Velha,Pública,-,4.0999999999999996,4.7,-,5.8,4.7,6.2
fundamental anos iniciais,RS,4307831,Eugênio de Castro,Estadual,4.4000000000000004,3.8,4.7,-,-,4.2,5.3
fundamental anos iniciais,RS,4307831,Eugênio de Castro,Municipal,-,-,-,5.5,-,-,-
fundamental anos iniciais,RS,4307831,Eugênio de Castro,Pública,4.5,4,4.8,-,-,4.5,5.6
fundamental anos iniciais,RS,4307864,Fagundes Varela,Municipal,-,5.2,5.3,5.8,6,6.4,7.5
fundamental anos iniciais,RS,4307864,Fagundes Varela,Pública,-,5.2,5.4,5.8,6,6.4,7.5
fundamental anos iniciais,RS,4307906,Farroupilha,Estadual,5.0999999999999996,5.3,5.2,5.5,6.2,6.4,6.5
fundamental anos iniciais,RS,4307906,Farroupilha,Municipal,5.2,5.6,5.8,6.6,6.7,6.9,7.2
fundamental anos iniciais,RS,4307906,Farroupilha,Pública,5.2,5.5,5.6,6.3,6.6,6.8,7
fundamental anos iniciais,RS,4308003,Faxinal do Soturno,Estadual,-,5.0999999999999996,5.8,-,6.5,6.5,6.9
fundamental anos iniciais,RS,4308003,Faxinal do Soturno,Municipal,-,3.6,4,4.0999999999999996,4.9000000000000004,-,5.2
fundamental anos iniciais,RS,4308003,Faxinal do Soturno,Pública,-,4.7,5.3,-,5.7,6.4,6.2
fundamental anos iniciais,RS,4308052,Faxinalzinho,Estadual,-,-,-,-,-,4.9000000000000004,6
fundamental anos iniciais,RS,4308052,Faxinalzinho,Municipal,-,4.3,-,-,-,-,-
fundamental anos iniciais,RS,4308052,Faxinalzinho,Pública,-,4,-,-,-,4.9000000000000004,6
fundamental anos iniciais,RS,4308078,Fazenda Vilanova,Municipal,3.7,4.0999999999999996,4.9000000000000004,5.4,5.6,5.9,5.9
fundamental anos iniciais,RS,4308078,Fazenda Vilanova,Pública,3.7,4.0999999999999996,4.9000000000000004,5.4,5.6,5.9,5.9
