tipo_educacao,municipio,esfera,creche_parcial,creche_integral,pre_escola_parcial,pre_escola_integral,fundamental_inicial_parcial,fundamental_inicial_integral,fundamental_final_parcial,fundamental_final_integral,medio_parcial,medio_integral,eja_fundamental,eja_medio
regular,NOVA BRESCIA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA BRESCIA,Estadual e Municipal,0,79,0,47,48,69,129,0,64,0,0,0
regular,NOVA CANDELARIA,Estadual Urbana,0,0,0,0,69,0,70,0,65,0,0,0
regular,NOVA CANDELARIA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA CANDELARIA,Municipal Urbana,0,87,39,0,12,0,0,0,0,0,0,0
regular,NOVA CANDELARIA,Municipal Rural,0,0,18,0,60,0,58,0,0,0,0,0
regular,NOVA CANDELARIA,Estadual e Municipal,0,87,57,0,141,0,128,0,65,0,0,0
regular,NOVA ESPERANCA DO SUL,Estadual Urbana,0,0,0,0,68,0,157,0,122,0,0,0
regular,NOVA ESPERANCA DO SUL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA ESPERANCA DO SUL,Municipal Urbana,0,136,13,86,91,104,103,0,0,0,0,0
regular,NOVA ESPERANCA DO SUL,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA ESPERANCA DO SUL,Estadual e Municipal,0,136,13,86,159,104,260,0,122,0,0,0
regular,NOVA HARTZ,Estadual Urbana,0,0,0,0,201,0,540,0,625,0,0,0
regular,NOVA HARTZ,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA HARTZ,Municipal Urbana,0,547,438,25,1004,3,544,0,0,0,10,0
regular,NOVA HARTZ,Municipal Rural,0,0,29,0,78,12,0,0,0,0,0,0
regular,NOVA HARTZ,Estadual e Municipal,0,547,467,25,1283,15,1084,0,625,0,10,0
regular,NOVA PADUA,Estadual Urbana,0,0,0,0,99,0,109,0,68,0,0,0
regular,NOVA PADUA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA PADUA,Municipal Urbana,18,19,34,0,0,0,0,0,0,0,0,0
regular,NOVA PADUA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA PADUA,Estadual e Municipal,18,19,34,0,99,0,109,0,68,0,0,0
regular,NOVA PALMA,Estadual Urbana,0,0,0,0,96,0,104,0,185,0,32,38
regular,NOVA PALMA,Estadual Rural,0,0,0,0,41,33,77,20,0,0,0,0
regular,NOVA PALMA,Municipal Urbana,66,10,92,0,94,0,99,0,0,0,0,0
regular,NOVA PALMA,Municipal Rural,2,0,20,0,11,0,0,0,0,0,0,0
regular,NOVA PALMA,Estadual e Municipal,68,10,112,0,242,33,280,20,185,0,32,38
regular,NOVA PETROPOLIS,Estadual Urbana,0,0,0,0,421,0,386,0,321,0,0,83
regular,NOVA PETROPOLIS,Estadual Rural,0,0,0,0,78,0,68,0,0,0,0,0
regular,NOVA PETROPOLIS,Municipal Urbana,0,617,56,367,357,187,451,25,0,0,29,0
regular,NOVA PETROPOLIS,Municipal Rural,0,73,15,58,0,45,36,0,0,0,0,0
regular,NOVA PETROPOLIS,Estadual e Municipal,0,690,71,425,856,232,941,25,321,0,29,83
regular,NOVA PRATA,Estadual Urbana,0,0,17,0,491,0,464,0,755,0,124,225
regular,NOVA PRATA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA PRATA,Municipal Urbana,0,695,447,0,561,6,389,0,0,0,32,0
regular,NOVA PRATA,Municipal Rural,0,0,65,0,194,0,140,0,0,0,0,0
regular,NOVA PRATA,Estadual e Municipal,0,695,529,0,1246,6,993,0,755,0,156,225
regular,NOVA RAMADA,Estadual Urbana,0,0,0,0,25,0,39,0,64,0,0,0
regular,NOVA RAMADA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA RAMADA,Municipal Urbana,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA RAMADA,Municipal Rural,21,0,50,0,78,0,80,0,0,0,0,0
regular,NOVA RAMADA,Estadual e Municipal,21,0,50,0,103,0,119,0,64,0,0,0
regular,NOVA ROMA DO SUL,Estadual Urbana,0,0,0,0,28,0,160,0,90,0,0,0
regular,NOVA ROMA DO SUL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVA ROMA DO SUL,Municipal Urbana,0,47,41,22,0,0,0,0,0,0,0,0
regular,NOVA ROMA DO SUL,Municipal Rural,0,0,0,0,114,0,0,0,0,0,0,0
regular,NOVA ROMA DO SUL,Estadual e Municipal,0,47,41,22,142,0,160,0,90,0,0,0
regular,NOVA SANTA RITA,Estadual Urbana,0,0,0,0,78,0,112,0,736,0,0,0
regular,NOVA SANTA RITA,Estadual Rural,0,0,0,0,38,0,129,0,76,0,0,109
regular,NOVA SANTA RITA,Municipal Urbana,0,251,319,288,1451,129,1417,0,0,0,347,0
regular,NOVA SANTA RITA,Municipal Rural,0,0,90,39,182,76,0,0,0,0,5,0
regular,NOVA SANTA RITA,Estadual e Municipal,0,251,409,327,1749,205,1658,0,812,0,352,109
regular,NOVO BARREIRO,Estadual Urbana,0,0,0,0,98,0,101,0,121,0,0,0
regular,NOVO BARREIRO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVO BARREIRO,Municipal Urbana,70,0,48,0,0,0,0,0,0,0,0,0
regular,NOVO BARREIRO,Municipal Rural,0,0,49,0,107,0,88,0,0,0,0,0
regular,NOVO BARREIRO,Estadual e Municipal,70,0,97,0,205,0,189,0,121,0,0,0
regular,NOVO CABRAIS,Estadual Urbana,0,0,0,0,0,0,0,0,82,0,0,0
regular,NOVO CABRAIS,Estadual Rural,0,0,0,0,17,0,28,0,0,0,0,0
regular,NOVO CABRAIS,Municipal Urbana,0,66,0,0,0,0,0,0,0,0,0,0
regular,NOVO CABRAIS,Municipal Rural,0,0,76,0,171,0,164,0,0,0,0,0
regular,NOVO CABRAIS,Estadual e Municipal,0,66,76,0,188,0,192,0,82,0,0,0
regular,NOVO HAMBURGO,Estadual Urbana,0,0,0,0,918,0,6354,0,6671,0,382,359
regular,NOVO HAMBURGO,Estadual Rural,0,0,0,0,0,0,236,0,283,0,27,0
regular,NOVO HAMBURGO,Municipal Urbana,204,2644,4298,0,8801,1933,3244,230,0,0,620,0
regular,NOVO HAMBURGO,Municipal Rural,0,39,182,0,346,265,249,37,0,0,0,0
regular,NOVO HAMBURGO,Estadual e Municipal,204,2683,4480,0,10065,2198,10083,267,6954,0,1029,359
regular,NOVO MACHADO,Estadual Urbana,0,0,0,0,124,0,133,0,63,0,0,0
regular,NOVO MACHADO,Estadual Rural,0,0,0,0,9,0,37,0,0,0,0,0
regular,NOVO MACHADO,Municipal Urbana,18,0,46,0,0,0,0,0,0,0,0,0
regular,NOVO MACHADO,Municipal Rural,0,0,12,0,35,0,0,0,0,0,0,0
regular,NOVO MACHADO,Estadual e Municipal,18,0,58,0,168,0,170,0,63,0,0,0
regular,NOVO TIRADENTES,Estadual Urbana,0,0,0,0,35,0,39,0,59,0,0,0
regular,NOVO TIRADENTES,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVO TIRADENTES,Municipal Urbana,0,61,49,0,63,0,31,6,0,0,51,0
regular,NOVO TIRADENTES,Municipal Rural,0,0,0,0,10,0,17,1,0,0,20,0
regular,NOVO TIRADENTES,Estadual e Municipal,0,61,49,0,108,0,87,7,59,0,71,0
regular,NOVO XINGU,Estadual Urbana,0,0,0,0,1,14,21,56,40,0,0,0
regular,NOVO XINGU,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,NOVO XINGU,Municipal Urbana,37,0,27,0,45,0,0,0,0,0,0,0
regular,NOVO XINGU,Municipal Rural,5,0,4,0,13,0,0,0,0,0,0,0
regular,NOVO XINGU,Estadual e Municipal,42,0,31,0,59,14,21,56,40,0,0,0
regular,OSORIO,Estadual Urbana,0,0,0,0,982,0,1459,0,1402,0,378,344
regular,OSORIO,Estadual Rural,0,0,0,0,51,0,40,0,0,0,58,0
regular,OSORIO,Municipal Urbana,105,565,728,50,1246,0,580,0,0,0,0,0
regular,OSORIO,Municipal Rural,0,10,143,13,379,0,266,0,0,0,0,0
regular,OSORIO,Estadual e Municipal,105,575,871,63,2658,0,2345,0,1402,0,436,344
regular,PAIM FILHO,Estadual Urbana,0,0,0,0,14,0,107,0,104,0,0,0
regular,PAIM FILHO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PAIM FILHO,Municipal Urbana,0,68,63,0,142,0,97,0,0,0,0,0
regular,PAIM FILHO,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PAIM FILHO,Estadual e Municipal,0,68,63,0,156,0,204,0,104,0,0,0
regular,PALMARES DO SUL,Estadual Urbana,0,0,0,0,279,0,222,0,205,0,0,98
regular,PALMARES DO SUL,Estadual Rural,0,0,0,0,38,0,79,0,0,0,112,0
regular,PALMARES DO SUL,Municipal Urbana,37,177,35,168,337,0,245,0,0,0,0,0
regular,PALMARES DO SUL,Municipal Rural,0,24,50,45,217,0,104,0,0,0,99,0
regular,PALMARES DO SUL,Estadual e Municipal,37,201,85,213,871,0,650,0,205,0,211,98
regular,PALMEIRA DAS MISSOES,Estadual Urbana,0,0,40,0,1220,90,1360,48,893,0,384,411
regular,PALMEIRA DAS MISSOES,Estadual Rural,0,0,5,0,19,0,16,0,0,291,0,0
regular,PALMEIRA DAS MISSOES,Municipal Urbana,0,594,630,0,219,55,70,66,0,0,41,0
regular,PALMEIRA DAS MISSOES,Municipal Rural,0,0,86,0,269,0,231,8,0,0,0,0
regular,PALMEIRA DAS MISSOES,Estadual e Municipal,0,594,761,0,1727,145,1677,122,893,291,425,411
regular,PALMITINHO,Estadual Urbana,0,0,0,0,137,0,163,0,202,0,0,39
regular,PALMITINHO,Estadual Rural,0,0,0,0,54,0,48,0,0,0,0,0
regular,PALMITINHO,Municipal Urbana,0,266,52,68,0,0,0,0,0,0,0,0
regular,PALMITINHO,Municipal Rural,0,0,61,0,145,0,124,0,0,0,34,0
regular,PALMITINHO,Estadual e Municipal,0,266,113,68,336,0,335,0,202,0,34,39
regular,PANAMBI,Estadual Urbana,0,0,0,0,883,0,880,0,906,0,157,156
regular,PANAMBI,Estadual Rural,0,0,0,0,119,0,96,0,0,0,42,0
regular,PANAMBI,Municipal Urbana,232,850,883,0,1142,0,914,0,0,0,0,0
regular,PANAMBI,Municipal Rural,0,0,61,0,182,0,93,0,0,0,0,0
regular,PANAMBI,Estadual e Municipal,232,850,944,0,2326,0,1983,0,906,0,199,156
regular,PANTANO GRANDE,Estadual Urbana,0,0,0,0,136,0,182,0,290,0,92,56
regular,PANTANO GRANDE,Estadual Rural,0,0,0,0,26,0,27,0,0,0,0,0
regular,PANTANO GRANDE,Municipal Urbana,0,76,218,0,346,50,239,69,0,0,0,0
regular,PANTANO GRANDE,Municipal Rural,0,27,49,0,72,0,97,0,0,0,0,0
regular,PANTANO GRANDE,Estadual e Municipal,0,103,267,0,580,50,545,69,290,0,92,56
regular,PARAI,Estadual Urbana,0,0,0,0,124,0,120,0,190,0,0,13
regular,PARAI,Estadual Rural,0,0,12,0,27,0,36,0,0,0,0,0
regular,PARAI,Municipal Urbana,0,180,45,76,97,74,128,0,0,0,0,0
regular,PARAI,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PARAI,Estadual e Municipal,0,180,57,76,248,74,284,0,190,0,0,13
regular,PARAISO DO SUL,Estadual Urbana,0,0,0,0,82,0,145,0,130,0,31,0
regular,PARAISO DO SUL,Estadual Rural,0,0,0,0,11,0,22,0,0,0,0,0
regular,PARAISO DO SUL,Municipal Urbana,33,41,76,0,69,0,88,0,0,0,0,0
regular,PARAISO DO SUL,Municipal Rural,0,0,41,0,150,0,58,0,0,0,0,0
regular,PARAISO DO SUL,Estadual e Municipal,33,41,117,0,312,0,313,0,130,0,31,0
regular,PARECI NOVO,Estadual Urbana,0,0,0,0,0,0,0,0,102,0,0,0
regular,PARECI NOVO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PARECI NOVO,Municipal Urbana,0,83,0,76,78,0,106,0,0,0,0,0
regular,PARECI NOVO,Municipal Rural,0,18,24,27,107,4,69,0,0,0,0,0
regular,PARECI NOVO,Estadual e Municipal,0,101,24,103,185,4,175,0,102,0,0,0
regular,PAROBE,Estadual Urbana,0,0,0,0,264,0,392,0,1354,0,0,0
regular,PAROBE,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PAROBE,Municipal Urbana,0,1055,1182,0,2811,134,2291,44,0,0,44,0
regular,PAROBE,Municipal Rural,0,0,99,0,281,0,253,9,0,0,0,0
regular,PAROBE,Estadual e Municipal,0,1055,1281,0,3356,134,2936,53,1354,0,44,0
regular,PASSA SETE,Estadual Urbana,0,0,0,0,36,0,64,0,154,0,0,0
regular,PASSA SETE,Estadual Rural,0,0,0,0,19,0,42,0,0,0,0,0
regular,PASSA SETE,Municipal Urbana,0,0,0,0,0,0,0,0,0,0,0,0
regular,PASSA SETE,Municipal Rural,0,0,95,0,171,0,155,0,0,0,0,0
regular,PASSA SETE,Estadual e Municipal,0,0,95,0,226,0,261,0,154,0,0,0
regular,PASSO DO SOBRADO,Estadual Urbana,0,0,0,0,83,0,97,0,200,0,0,0
regular,PASSO DO SOBRADO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PASSO DO SOBRADO,Municipal Urbana,0,63,58,0,0,0,0,0,0,0,0,0
regular,PASSO DO SOBRADO,Municipal Rural,0,0,66,0,237,0,154,0,0,0,20,0
regular,PASSO DO SOBRADO,Estadual e Municipal,0,63,124,0,320,0,251,0,200,0,20,0
regular,PASSO FUNDO,Estadual Urbana,0,0,0,0,3944,66,4046,32,4429,232,877,773
regular,PASSO FUNDO,Estadual Rural,0,0,0,0,183,0,165,0,0,0,0,0
regular,PASSO FUNDO,Municipal Urbana,1769,0,2930,13,5651,51,3965,0,0,0,0,0
regular,PASSO FUNDO,Municipal Rural,0,0,0,0,69,0,54,0,0,0,0,0
regular,PASSO FUNDO,Estadual e Municipal,1769,0,2930,13,9847,117,8230,32,4429,232,877,773
regular,PAULO BENTO,Estadual Urbana,0,0,0,0,37,0,77,0,39,0,0,0
regular,PAULO BENTO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PAULO BENTO,Municipal Urbana,17,0,58,0,81,0,0,0,0,0,0,0
regular,PAULO BENTO,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PAULO BENTO,Estadual e Municipal,17,0,58,0,118,0,77,0,39,0,0,0
regular,PAVERAMA,Estadual Urbana,0,0,0,0,102,0,125,0,185,0,0,0
regular,PAVERAMA,Estadual Rural,0,0,0,0,20,0,0,0,0,0,0,0
regular,PAVERAMA,Municipal Urbana,0,130,215,10,231,0,234,0,0,0,0,0
regular,PAVERAMA,Municipal Rural,0,0,0,0,38,0,0,0,0,0,0,0
regular,PAVERAMA,Estadual e Municipal,0,130,215,10,391,0,359,0,185,0,0,0
regular,PEDRAS ALTAS,Estadual Urbana,0,0,0,0,0,0,0,0,65,0,0,0
regular,PEDRAS ALTAS,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PEDRAS ALTAS,Municipal Urbana,0,0,15,0,50,0,50,0,0,0,0,0
regular,PEDRAS ALTAS,Municipal Rural,0,0,29,0,80,0,71,0,0,0,0,0
regular,PEDRAS ALTAS,Estadual e Municipal,0,0,44,0,130,0,121,0,65,0,0,0
regular,PEDRO OSORIO,Estadual Urbana,0,0,0,0,155,0,215,0,187,0,79,75
regular,PEDRO OSORIO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PEDRO OSORIO,Municipal Urbana,44,21,140,0,277,0,158,0,0,0,0,0
regular,PEDRO OSORIO,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PEDRO OSORIO,Estadual e Municipal,44,21,140,0,432,0,373,0,187,0,79,75
regular,PEJUCARA,Estadual Urbana,0,0,0,0,50,0,94,0,76,0,0,31
regular,PEJUCARA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PEJUCARA,Municipal Urbana,41,36,73,44,140,0,108,0,0,0,0,0
regular,PEJUCARA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PEJUCARA,Estadual e Municipal,41,36,73,44,190,0,202,0,76,0,0,31
regular,PELOTAS,Estadual Urbana,0,0,16,0,5389,0,6076,0,5696,192,730,1177
regular,PELOTAS,Estadual Rural,0,0,0,0,72,0,132,0,359,0,0,0
regular,PELOTAS,Municipal Urbana,146,1417,3415,1162,8716,176,5917,20,527,0,2329,333
regular,PELOTAS,Municipal Rural,0,0,402,0,1078,33,862,38,0,0,158,0
regular,PELOTAS,Estadual e Municipal,146,1417,3833,1162,15255,209,12987,58,6582,192,3217,1510
regular,PICADA CAFE,Estadual Urbana,0,0,0,0,43,0,80,0,159,0,0,0
regular,PICADA CAFE,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PICADA CAFE,Municipal Urbana,0,14,0,39,0,122,0,92,0,0,0,0
regular,PICADA CAFE,Municipal Rural,0,43,0,80,0,112,14,58,0,0,0,0
regular,PICADA CAFE,Estadual e Municipal,0,57,0,119,43,234,94,150,159,0,0,0
regular,PINHAL,Estadual Urbana,0,0,0,0,52,0,79,0,83,0,0,0
regular,PINHAL,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PINHAL,Municipal Urbana,64,0,81,0,59,0,0,0,0,0,0,0
regular,PINHAL,Municipal Rural,0,0,0,0,47,0,53,0,0,0,0,0
regular,PINHAL,Estadual e Municipal,64,0,81,0,158,0,132,0,83,0,0,0
regular,PINHAL DA SERRA,Estadual Urbana,0,0,0,0,0,0,38,0,68,0,0,0
regular,PINHAL DA SERRA,Estadual Rural,0,0,0,0,5,0,21,0,0,0,0,0
regular,PINHAL DA SERRA,Municipal Urbana,0,38,41,0,109,0,0,76,0,0,0,0
regular,PINHAL DA SERRA,Municipal Rural,0,0,2,0,17,0,0,0,0,0,0,0
regular,PINHAL DA SERRA,Estadual e Municipal,0,38,43,0,131,0,59,76,68,0,0,0
regular,PINHAL GRANDE,Estadual Urbana,0,0,0,0,69,0,66,0,111,0,26,35
regular,PINHAL GRANDE,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PINHAL GRANDE,Municipal Urbana,36,0,46,0,67,0,125,0,0,0,0,0
regular,PINHAL GRANDE,Municipal Rural,0,0,17,0,71,0,0,0,0,0,0,0
regular,PINHAL GRANDE,Estadual e Municipal,36,0,63,0,207,0,191,0,111,0,26,35
regular,PINHEIRINHO DO VALE,Estadual Urbana,0,0,0,0,39,0,110,0,148,0,0,0
regular,PINHEIRINHO DO VALE,Estadual Rural,0,0,0,0,49,0,41,0,0,0,0,0
regular,PINHEIRINHO DO VALE,Municipal Urbana,0,80,0,60,0,90,0,0,0,0,0,0
regular,PINHEIRINHO DO VALE,Municipal Rural,0,48,18,20,75,0,77,0,0,0,0,0
regular,PINHEIRINHO DO VALE,Estadual e Municipal,0,128,18,80,163,90,228,0,148,0,0,0
regular,PINHEIRO MACHADO,Estadual Urbana,0,0,0,0,222,0,204,0,226,0,0,94
regular,PINHEIRO MACHADO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PINHEIRO MACHADO,Municipal Urbana,0,120,194,0,378,0,293,0,0,0,74,0
regular,PINHEIRO MACHADO,Municipal Rural,0,0,14,32,35,95,19,111,0,0,0,0
regular,PINHEIRO MACHADO,Estadual e Municipal,0,120,208,32,635,95,516,111,226,0,74,94
regular,PINTO BANDEIRA,Estadual Urbana,0,0,0,0,52,0,112,0,58,0,0,0
regular,PINTO BANDEIRA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PINTO BANDEIRA,Municipal Urbana,0,40,0,0,0,0,0,0,0,0,0,0
regular,PINTO BANDEIRA,Municipal Rural,0,0,48,0,62,0,0,0,0,0,0,0
regular,PINTO BANDEIRA,Estadual e Municipal,0,40,48,0,114,0,112,0,58,0,0,0
regular,PIRAPO,Estadual Urbana,0,0,0,0,57,0,63,0,59,0,0,0
regular,PIRAPO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PIRAPO,Municipal Urbana,0,28,11,0,0,0,0,0,0,0,0,0
regular,PIRAPO,Municipal Rural,0,0,31,0,67,0,50,0,0,0,0,0
regular,PIRAPO,Estadual e Municipal,0,28,42,0,124,0,113,0,59,0,0,0
regular,PIRATINI,Estadual Urbana,0,0,0,0,505,0,417,0,360,0,102,113
regular,PIRATINI,Estadual Rural,0,0,0,0,90,0,46,0,171,0,0,0
regular,PIRATINI,Municipal Urbana,29,234,62,178,96,0,61,0,0,0,37,0
regular,PIRATINI,Municipal Rural,0,0,100,0,295,0,445,0,0,0,0,0
regular,PIRATINI,Estadual e Municipal,29,234,162,178,986,0,969,0,531,0,139,113
regular,PLANALTO,Estadual Urbana,0,0,0,0,131,0,148,0,315,0,0,0
regular,PLANALTO,Estadual Rural,0,0,37,0,126,0,152,0,66,0,45,0
regular,PLANALTO,Municipal Urbana,39,194,112,62,194,74,97,70,0,0,0,0
regular,PLANALTO,Municipal Rural,0,0,31,0,43,0,34,0,0,0,0,0
regular,PLANALTO,Estadual e Municipal,39,194,180,62,494,74,431,70,381,0,45,0
regular,POCO DAS ANTAS,Estadual Urbana,0,0,0,0,0,0,62,0,66,0,0,0
regular,POCO DAS ANTAS,Estadual Rural,0,0,0,0,13,0,24,0,0,0,0,0
regular,POCO DAS ANTAS,Municipal Urbana,0,92,0,50,49,62,0,0,0,0,0,0
regular,POCO DAS ANTAS,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,POCO DAS ANTAS,Estadual e Municipal,0,92,0,50,62,62,86,0,66,0,0,0
regular,PONTAO,Estadual Urbana,0,0,0,0,0,0,0,0,94,0,0,26
regular,PONTAO,Estadual Rural,0,0,2,0,9,44,0,54,0,0,0,0
regular,PONTAO,Municipal Urbana,0,40,0,49,0,106,0,75,0,0,12,0
regular,PONTAO,Municipal Rural,0,0,27,0,39,0,34,0,0,0,0,0
regular,PONTAO,Estadual e Municipal,0,40,29,49,48,150,34,129,94,0,12,26
regular,PONTE PRETA,Estadual Urbana,0,0,0,0,8,0,49,0,36,0,9,0
regular,PONTE PRETA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PONTE PRETA,Municipal Urbana,0,0,0,0,0,0,0,0,0,0,0,0
regular,PONTE PRETA,Municipal Rural,12,0,28,0,75,0,0,0,0,0,0,0
regular,PONTE PRETA,Estadual e Municipal,12,0,28,0,83,0,49,0,36,0,9,0
regular,PORTAO,Estadual Urbana,0,0,0,0,213,0,741,0,1280,0,79,80
regular,PORTAO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PORTAO,Municipal Urbana,0,247,738,0,1803,0,884,0,0,0,109,0
regular,PORTAO,Municipal Rural,0,0,28,0,110,0,115,0,0,0,0,0
regular,PORTAO,Estadual e Municipal,0,247,766,0,2126,0,1740,0,1280,0,188,80
regular,PORTO ALEGRE,Estadual Urbana,0,142,191,74,35847,1388,34592,113,27551,96,3844,3029
regular,PORTO ALEGRE,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PORTO ALEGRE,Municipal Urbana,38,2146,2720,2912,13697,4586,11504,1518,1003,0,6861,0
regular,PORTO ALEGRE,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PORTO ALEGRE,Estadual e Municipal,38,2288,2911,2986,49544,5974,46096,1631,28554,96,10705,3029
regular,PORTO LUCENA,Estadual Urbana,0,0,0,0,98,0,111,0,77,0,0,0
regular,PORTO LUCENA,Estadual Rural,0,0,0,0,17,0,32,0,0,0,0,0
regular,PORTO LUCENA,Municipal Urbana,39,0,59,0,0,0,0,0,0,0,0,0
regular,PORTO LUCENA,Municipal Rural,4,0,23,0,57,0,67,0,0,0,0,0
regular,PORTO LUCENA,Estadual e Municipal,43,0,82,0,172,0,210,0,77,0,0,0
regular,PORTO MAUA,Estadual Urbana,0,0,0,0,0,0,76,0,33,0,0,0
regular,PORTO MAUA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PORTO MAUA,Municipal Urbana,0,45,40,0,119,0,0,0,0,0,0,0
regular,PORTO MAUA,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PORTO MAUA,Estadual e Municipal,0,45,40,0,119,0,76,0,33,0,0,0
regular,PORTO VERA CRUZ,Estadual Urbana,0,0,0,0,11,0,45,0,42,0,0,0
regular,PORTO VERA CRUZ,Estadual Rural,0,0,0,0,16,0,18,0,0,0,0,0
regular,PORTO VERA CRUZ,Municipal Urbana,17,11,24,0,0,0,0,0,0,0,0,0
regular,PORTO VERA CRUZ,Municipal Rural,0,0,0,0,44,0,0,0,0,0,0,0
regular,PORTO VERA CRUZ,Estadual e Municipal,17,11,24,0,71,0,63,0,42,0,0,0
regular,PORTO XAVIER,Estadual Urbana,0,0,0,0,199,90,272,0,309,0,49,57
regular,PORTO XAVIER,Estadual Rural,0,0,0,0,70,0,97,0,40,0,0,0
regular,PORTO XAVIER,Municipal Urbana,16,181,99,0,0,0,0,0,0,0,0,0
regular,PORTO XAVIER,Municipal Rural,0,0,111,0,224,0,174,0,0,0,0,0
regular,PORTO XAVIER,Estadual e Municipal,16,181,210,0,493,90,543,0,349,0,49,57
regular,POUSO NOVO,Estadual Urbana,0,0,0,0,46,0,44,0,40,0,0,0
regular,POUSO NOVO,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,POUSO NOVO,Municipal Urbana,0,49,0,40,0,0,0,0,0,0,0,0
regular,POUSO NOVO,Municipal Rural,0,0,0,0,0,44,34,0,0,0,0,0
regular,POUSO NOVO,Estadual e Municipal,0,49,0,40,46,44,78,0,40,0,0,0
regular,PRESIDENTE LUCENA,Estadual Urbana,0,0,0,0,0,0,130,0,67,0,0,0
regular,PRESIDENTE LUCENA,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PRESIDENTE LUCENA,Municipal Urbana,0,114,73,0,2,23,0,0,0,0,0,0
regular,PRESIDENTE LUCENA,Municipal Rural,0,0,0,0,13,125,0,0,0,0,0,0
regular,PRESIDENTE LUCENA,Estadual e Municipal,0,114,73,0,15,148,130,0,67,0,0,0
regular,PROGRESSO,Estadual Urbana,0,0,0,0,71,0,106,0,161,0,0,0
regular,PROGRESSO,Estadual Rural,0,0,0,0,51,0,55,0,0,0,0,0
regular,PROGRESSO,Municipal Urbana,0,82,59,0,95,0,88,0,0,0,0,0
regular,PROGRESSO,Municipal Rural,0,0,30,0,78,0,47,0,0,0,0,0
regular,PROGRESSO,Estadual e Municipal,0,82,89,0,295,0,296,0,161,0,0,0
regular,PROTASIO ALVES,Estadual Urbana,0,0,0,0,0,0,88,0,34,0,0,0
regular,PROTASIO ALVES,Estadual Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PROTASIO ALVES,Municipal Urbana,0,46,39,0,90,0,0,0,0,0,0,0
regular,PROTASIO ALVES,Municipal Rural,0,0,0,0,0,0,0,0,0,0,0,0
regular,PROTASIO ALVES,Estadual e Municipal,0,46,39,0,90,0,88,0,34,0,0,0
regular,PUTINGA,Estadual Urbana,0,0,0,0,0,0,116,0,101,0,0,0
regular,PUTINGA,Estadual Rural,0,0,0,0,32,0,33,0,0,0,0,0
regular,PUTINGA,Municipal Urbana,10,43,25,22,89,41,0,0,0,0,0,0
